AccountType,EventID,TimeGenerated_unix,Account,Computer,Task
User,4779,1789471976,Account206,10.24.2.154,12551
User,4728,1789465386,Account365,10.24.2.173,13826
Machine,4662,1789476084,Account313,10.24.2.197,14080
Machine,5059,1789476503,Account57,10.235.9.229,12292
Unknown,4948,1789469593,Account565,10.6.6.44,13571
Unknown,4948,1789473947,Account146,10.168.5.151,13571
Machine,4672,1789473387,Account591,10.235.9.116,12548
Machine,4672,1789469023,Account113,10.168.5.180,12548
Unknown,4776,1789464656,Account364,10.168.5.46,14336
Machine,4662,1789474330,Account91,10.168.5.91,14080
Unknown,4770,1789461119,Account195,10.24.2.224,14337
Unknown,4948,1789458735,Account45,10.235.9.110,13571
User,4797,1789475870,Account596,10.168.5.106,13824
Unknown,5058,1789465395,Account591,10.168.5.181,12292
Machine,5158,1789472410,Account256,10.168.5.226,12810
User,4663,1789470497,Account265,10.168.5.92,12812
Unknown,4801,1789474007,Account578,10.235.9.248,12551
User,5145,1788942000,Account322,10.235.9.123,12811
Machine,4648,1789476881,Account11,10.24.2.83,12544
User,5145,1789482781,Account370,10.235.9.124,12811
Machine,4673,1789473047,Account422,10.24.2.172,13056
Machine,4624,1789478835,Account179,10.6.6.2,12544
Unknown,5136,1789473964,Account489,10.235.9.206,14081
User,5136,1789480627,Account85,10.235.9.53,14081
Unknown,4797,1789460569,Account175,10.24.2.106,13824
Unknown,4672,1789460918,Account527,10.235.9.230,12548
Machine,5059,1789470725,Account295,10.24.2.135,12292
Unknown,4911,1789476424,Account499,10.168.5.206,13570
Machine,4662,1789465139,Account356,10.168.5.59,14080
Machine,4634,1789475443,Account98,10.235.9.206,12545
Unknown,5061,1789471671,Account161,10.6.6.21,12290
Unknown,5158,1789481180,Account99,10.6.6.75,12810
Machine,5158,1789490211,Account43,10.235.9.212,12810
Machine,4738,1789471414,Account396,10.24.2.117,13824
Machine,4771,1789465128,Account114,10.235.9.92,14339
Machine,4697,1789460084,Account84,10.235.9.72,12289
Unknown,4770,1789470935,Account481,10.235.9.77,14337
Machine,4624,1789473842,Account184,10.168.5.120,12544
Machine,4624,1789467651,Account423,10.168.5.160,12544
Machine,4674,1789482206,Account52,10.24.2.216,13056
Unknown,4801,1789467521,Account588,10.168.5.131,12551
Machine,4670,1789469142,Account50,10.235.9.113,13570
User,4674,1789468097,Account456,10.24.2.115,13056
Unknown,4768,1789471489,Account16,10.24.2.247,14339
User,4674,1789134156,Account538,10.235.9.109,13056
Unknown,4770,1789465994,Account399,10.24.2.243,14337
Machine,5379,1789470593,Account311,10.168.5.61,13824
Machine,4702,1789469300,Account223,10.235.9.152,12804
User,4797,1789468134,Account465,10.24.2.196,13824
Unknown,4957,1789470810,Account118,10.168.5.75,13571
Machine,4697,1789470632,Account240,10.235.9.193,12289
User,4663,1789468956,Account176,10.168.5.48,12802
Unknown,4957,1789449293,Account466,10.235.9.97,13571
Machine,4673,1789473170,Account681,10.235.9.246,13056
Machine,4797,1789459504,Account459,10.168.5.176,13824
Machine,4674,1789474260,Account206,10.168.5.16,13056
Machine,6416,1789476652,Account144,10.168.5.29,13316
User,4776,1789473687,Account300,10.168.5.189,14336
Unknown,4627,1789463374,Account557,10.235.9.131,12554
Unknown,4957,1789469499,Account511,10.6.6.17,13571
Unknown,4771,1789476990,Account261,10.6.6.35,14339
Unknown,4663,1789471460,Account664,10.24.2.172,12812
Unknown,4946,1789452236,Account189,10.6.6.19,13571
Unknown,4801,1789464078,Account35,10.168.5.99,12551
Machine,4738,1789466939,Account334,10.168.5.135,13824
Unknown,5058,1789464866,Account581,10.168.5.114,12292
User,4663,1789472920,Account371,10.168.5.62,12812
Machine,4670,1789460312,Account94,10.168.5.131,13570
Machine,4697,1789476475,Account185,10.24.2.237,12289
Unknown,4769,1789477779,Account553,10.235.9.61,14337
Unknown,5058,1789463179,Account620,10.24.2.165,12292
Machine,4648,1789474392,Account352,10.235.9.227,12544
Unknown,4776,1789464815,Account569,10.24.2.79,14336
Unknown,4801,1789469821,Account266,10.168.5.112,12551
Machine,4799,1789465000,Account679,10.235.9.190,13826
User,4946,1789464041,Account400,10.24.2.91,13571
Machine,4627,1789471789,Account157,10.235.9.218,12554
Machine,5059,1789472923,Account159,10.24.2.172,12292
User,4674,1789476606,Account545,10.168.5.121,13056
Unknown,4778,1789476973,Account678,10.168.5.226,12551
User,4663,1789468202,Account356,10.235.9.217,12802
User,4674,1789469428,Account90,10.235.9.223,13056
Machine,5059,1789475256,Account344,10.24.2.125,12292
Machine,4702,1789483494,Account652,10.24.2.137,12804
Unknown,4771,1789465396,Account251,10.6.6.63,14339
Unknown,4778,1789463695,Account127,10.168.5.186,12551
Machine,4625,1789485049,Account198,10.6.6.27,12544
Unknown,5136,1789474019,Account359,10.24.2.85,14081
Unknown,4769,1789470738,Account438,10.24.2.133,14337
Machine,5145,1789479817,Account133,10.24.2.201,12811
Machine,4662,1789468562,Account235,10.168.5.140,14080
User,4634,1789462044,Account53,10.24.2.214,12545
Machine,4768,1789476224,Account158,10.168.5.133,14339
Unknown,5158,1789357657,Account346,10.6.6.11,12810
Unknown,4771,1789477560,Account527,10.235.9.127,14339
Unknown,4771,1789478014,Account638,10.24.2.153,14339
User,5145,1789078938,Account579,10.168.5.46,12811
Unknown,4662,1789465880,Account387,10.168.5.132,14080
Unknown,5158,1789472513,Account107,10.235.9.79,12810
Machine,5379,1789470010,Account375,10.6.6.53,13824
User,5157,1789489173,Account638,10.24.2.229,12810
Unknown,4771,1789474595,Account611,10.6.6.78,14339
Machine,4798,1789468930,Account56,10.24.2.231,13824
Unknown,4771,1789476804,Account452,10.235.9.173,14339
Machine,4656,1789471890,Account337,10.168.5.216,12800
Unknown,4946,1789454925,Account190,10.235.9.77,13571
Machine,4624,1789472320,Account341,10.168.5.197,12544
Unknown,4770,1789467520,Account19,10.24.2.235,14337
Machine,4611,1789467280,Account142,10.24.2.250,12289
Unknown,4660,1789469111,Account177,10.6.6.59,12800
Machine,4611,1789476101,Account109,10.24.2.120,12289
User,4797,1789453194,Account192,10.6.6.65,13824
Unknown,5157,1789462679,Account691,10.168.5.213,12810
Machine,4738,1789475270,Account124,10.24.2.178,13824
User,4624,1789476044,Account353,10.6.6.21,12544
User,4797,1789466332,Account229,10.6.6.46,13824
User,4625,1789470764,Account566,10.168.5.156,12544
Unknown,5061,1789461941,Account606,10.235.9.151,12290
Machine,4800,1789462730,Account162,10.235.9.153,12551
Unknown,4627,1789458411,Account405,10.168.5.78,12554
Machine,5059,1789476155,Account398,10.24.2.226,12292
Machine,4738,1789473711,Account242,10.168.5.84,13824
User,4674,1789477711,Account354,10.168.5.154,13056
Machine,5140,1789471116,Account248,10.6.6.7,12808
Machine,5059,1789473664,Account152,10.168.5.193,12292
Machine,4702,1789462698,Account379,10.6.6.10,12804
Machine,5059,1789469176,Account616,10.24.2.138,12292
User,5136,1789477052,Account580,10.168.5.238,14081
Unknown,4948,1789465056,Account88,10.235.9.204,13571
Unknown,4801,1789457919,Account334,10.24.2.240,12551
User,4663,1789470309,Account84,10.24.2.185,12812
Unknown,5158,1789464627,Account78,10.24.2.135,12810
Unknown,4660,1789476229,Account187,10.168.5.98,12800
User,5136,1789465470,Account659,10.168.5.65,14081
User,4634,1789478286,Account201,10.24.2.164,12545
Unknown,5058,1789467780,Account73,10.168.5.86,12292
Unknown,4770,1789463597,Account52,10.235.9.70,14337
User,5145,1789476885,Account362,10.235.9.95,12811
Machine,4948,1789461065,Account553,10.24.2.204,13571
Machine,4738,1789463265,Account274,10.235.9.145,13824
Machine,4648,1789472831,Account590,10.235.9.47,12544
Machine,4697,1789469849,Account168,10.168.5.131,12289
Machine,4724,1789470828,Account292,10.24.2.92,13824
Unknown,4662,1789470616,Account50,10.235.9.194,14080
Unknown,6427,1789467316,Account495,10.24.2.166,12555
Unknown,4801,1789478508,Account141,10.24.2.129,12551
Unknown,4660,1789463342,Account129,10.168.5.189,12800
Unknown,4768,1789470427,Account80,10.6.6.74,14339
Machine,5379,1789471402,Account566,10.235.9.124,13824
User,4797,1789475425,Account575,10.235.9.65,13824
Machine,4768,1789479003,Account597,10.235.9.241,14339
Machine,4648,1789478442,Account158,10.168.5.23,12544
Unknown,4801,1789470054,Account9,10.168.5.210,12551
Unknown,4673,1789481676,Account192,10.235.9.105,13056
Machine,4673,1789469118,Account55,10.24.2.139,13056
Machine,4799,1789481885,Account658,10.168.5.172,13826
Machine,5059,1789480489,Account46,10.168.5.75,12292
Machine,4724,1789470910,Account70,10.24.2.249,13824
Machine,5061,1789468669,Account212,10.168.5.113,12290
Unknown,5145,1789476374,Account315,10.168.5.74,12811
Machine,5140,1789466779,Account3,10.235.9.180,12808
User,4797,1789460385,Account166,10.235.9.216,13824
Unknown,4957,1789466579,Account30,10.235.9.181,13571
Unknown,5156,1789471926,Account685,10.24.2.80,12810
User,4797,1789456239,Account49,10.24.2.215,13824
Machine,4660,1789463633,Account369,10.6.6.81,12800
Machine,5379,1789480235,Account647,10.168.5.230,13824
Machine,4673,1789475792,Account370,10.235.9.187,13056
Machine,4648,1789475769,Account513,10.235.9.64,12544
Machine,4672,1789473148,Account500,10.168.5.164,12548
Machine,4728,1789469282,Account405,10.235.9.67,13826
User,4656,1789472994,Account574,10.235.9.149,12800
Unknown,4625,1789457506,Account431,10.168.5.39,12544
Machine,5379,1789470689,Account425,10.6.6.27,13824
Unknown,4801,1789459897,Account102,10.24.2.145,12551
Machine,4670,1789483018,Account562,10.235.9.151,13570
Machine,4779,1789475722,Account43,10.24.2.95,12551
Machine,5136,1789477226,Account449,10.235.9.194,14081
Machine,5158,1789473745,Account126,10.235.9.76,12810
User,4674,1789014587,Account384,10.168.5.101,13056
Unknown,4948,1789465672,Account259,10.235.9.200,13571
Machine,4798,1789476637,Account119,10.6.6.48,13824
User,4674,1789468738,Account258,10.6.6.44,13056
User,4663,1789467978,Account367,10.24.2.173,12812
User,4656,1789473130,Account438,10.168.5.45,12800
User,4768,1789465006,Account173,10.235.9.244,14339
User,4674,1789468517,Account150,10.24.2.81,13056
Unknown,4697,1789467485,Account275,10.24.2.164,12289
User,4656,1789470393,Account195,10.235.9.245,12802
Machine,6416,1789474223,Account411,10.168.5.205,13316
Unknown,4769,1789461904,Account636,10.24.2.160,14337
Machine,4672,1789466797,Account290,10.168.5.94,12548
Unknown,4660,1789463718,Account606,10.235.9.43,12800
Machine,5379,1789474939,Account451,10.235.9.70,13824
Machine,4738,1789475997,Account560,10.24.2.199,13824
Unknown,5449,1789462749,Account130,10.235.9.248,13572
Unknown,4771,1789468020,Account402,10.235.9.127,14339
Unknown,4656,1789472288,Account581,10.168.5.110,12800
User,4634,1789459766,Account227,10.168.5.117,12545
Unknown,4768,1789478436,Account201,10.235.9.198,14339
Machine,4904,1789474959,Account596,10.6.6.6,13568
Unknown,5379,1789477423,Account18,10.24.2.201,13824
Machine,5140,1789478577,Account83,10.235.9.116,12808
Machine,4624,1789481048,Account487,10.168.5.139,12544
User,4634,1789028774,Account434,10.168.5.166,12545
Unknown,4770,1789465875,Account616,10.24.2.115,14337
Machine,4724,1789462281,Account87,10.6.6.87,13824
Unknown,4660,1789353548,Account652,10.168.5.38,12800
Unknown,4948,1789324211,Account247,10.168.5.45,13571
Machine,4662,1789475524,Account480,10.168.5.109,14080
User,4625,1789467795,Account224,10.168.5.234,12544
User,4674,1789472349,Account102,10.235.9.79,13056
Machine,5059,1789466421,Account110,10.168.5.37,12292
Unknown,5145,1789474713,Account456,10.24.2.200,12811
Machine,4697,1789461332,Account464,10.6.6.51,12289
Machine,4798,1789479838,Account78,10.235.9.43,13824
Machine,4670,1789459707,Account503,10.235.9.212,13570
Machine,5059,1789478289,Account487,10.168.5.225,12292
User,5145,1788959240,Account633,10.24.2.88,12811
Machine,6416,1789466524,Account138,10.235.9.53,13316
Machine,5136,1789476809,Account246,10.168.5.133,14081
Machine,4634,1789466762,Account232,10.6.6.32,12545
Unknown,4948,1789466625,Account232,10.24.2.208,13571
Machine,4702,1789473156,Account191,10.235.9.94,12804
Machine,4697,1789470157,Account284,10.24.2.149,12289
Unknown,4662,1789475836,Account383,10.6.6.50,14080
Machine,4624,1789477721,Account227,10.235.9.196,12544
Machine,4702,1789469787,Account19,10.24.2.117,12804
Machine,5158,1789478349,Account361,10.235.9.188,12810
Machine,4776,1789476667,Account136,10.168.5.181,14336
Unknown,4948,1789325285,Account215,10.235.9.158,13571
Unknown,4776,1789471162,Account624,10.235.9.141,14336
Unknown,5158,1789471313,Account312,10.6.6.48,12810
User,5145,1789039383,Account414,10.6.6.14,12811
User,5145,1788980881,Account694,10.168.5.229,12811
Machine,4662,1789475028,Account144,10.235.9.194,14080
Unknown,4624,1789481688,Account484,10.168.5.187,12544
Unknown,4957,1789461488,Account547,10.235.9.150,13571
Unknown,6416,1789466872,Account149,10.168.5.45,13316
User,4672,1789463761,Account675,10.168.5.53,12548
Machine,4702,1789470668,Account490,10.24.2.154,12804
User,5145,1789467627,Account291,10.235.9.108,12811
User,4778,1789473329,Account533,10.235.9.200,12551
Machine,4672,1789476275,Account449,10.168.5.42,12548
Machine,4663,1789475926,Account180,10.6.6.1,12812
Machine,4738,1789468424,Account655,10.235.9.93,13824
Unknown,4627,1789463459,Account653,10.24.2.179,12554
Machine,4624,1789470891,Account191,10.6.6.40,12544
Unknown,4634,1789455941,Account63,10.168.5.114,12545
Unknown,4946,1789461304,Account608,10.235.9.189,13571
Unknown,6427,1789463326,Account554,10.235.9.182,12555
Unknown,5058,1789475807,Account31,10.24.2.212,12292
Machine,5158,1789477982,Account340,10.168.5.106,12810
Machine,4702,1789469899,Account134,10.235.9.226,12804
Unknown,4957,1789459284,Account280,10.24.2.213,13571
Machine,4611,1789478126,Account685,10.168.5.135,12289
Unknown,5061,1789470373,Account526,10.24.2.178,12290
Machine,4673,1789480039,Account506,10.24.2.147,13056
Machine,4688,1789466375,Account298,10.24.2.235,13312
Machine,4648,1789474537,Account425,10.235.9.58,12544
Machine,4702,1789472328,Account368,10.24.2.152,12804
Unknown,4778,1789457822,Account198,10.168.5.207,12551
Unknown,4660,1789466513,Account27,10.168.5.196,12800
Unknown,4957,1789468183,Account495,10.24.2.85,13571
Machine,4634,1789463828,Account357,10.6.6.76,12545
Unknown,4656,1789471867,Account649,10.235.9.105,12800
User,4688,1789468223,Account260,10.235.9.74,13312
Unknown,4771,1789463741,Account226,10.168.5.66,14339
Machine,4799,1789484734,Account477,10.24.2.228,13826
Unknown,5061,1789461807,Account219,10.168.5.154,12290
User,5145,1788915284,Account251,10.168.5.44,12811
Machine,4611,1789479091,Account37,10.235.9.209,12289
Machine,4702,1789478459,Account671,10.168.5.156,12804
Unknown,4662,1789475601,Account632,10.168.5.235,14080
Unknown,4798,1789465616,Account684,10.235.9.207,13824
User,4797,1789473433,Account489,10.235.9.213,13824
User,4656,1789469498,Account37,10.6.6.1,12800
User,4797,1789459694,Account475,10.235.9.220,13824
Machine,5140,1789471617,Account331,10.168.5.90,12808
User,4674,1789469619,Account326,10.24.2.87,13056
Machine,4663,1789474357,Account180,10.168.5.81,12802
Machine,4662,1789471347,Account76,10.168.5.208,14080
Unknown,5449,1789466818,Account214,10.235.9.179,13572
User,4625,1789477020,Account246,10.24.2.194,12544
Unknown,5449,1789462537,Account657,10.235.9.212,13572
Machine,4724,1789472686,Account187,10.168.5.20,13824
User,5145,1789006253,Account223,10.24.2.104,12811
Machine,5136,1789465521,Account69,10.6.6.29,14081
Machine,4656,1789475497,Account7,10.168.5.17,12800
Machine,4672,1789469113,Account505,10.235.9.80,12548
Machine,4776,1789480242,Account127,10.6.6.36,14336
Machine,4611,1789472517,Account591,10.24.2.147,12289
Unknown,4801,1789474145,Account587,10.235.9.201,12551
User,5156,1789476842,Account199,10.24.2.97,12810
Unknown,5061,1789466825,Account208,10.6.6.86,12290
Machine,4656,1789469901,Account411,10.235.9.64,12800
Unknown,4660,1789479378,Account596,10.24.2.88,12800
User,4768,1789091935,Account397,10.168.5.25,14339
Machine,4729,1789480082,Account534,10.235.9.69,13826
Unknown,5061,1789464109,Account151,10.168.5.228,12290
Unknown,6427,1789462161,Account452,10.168.5.181,12555
User,4663,1789472317,Account192,10.168.5.89,12812
Machine,5158,1789472601,Account142,10.235.9.175,12810
User,4674,1789466757,Account434,10.235.9.213,13056
Unknown,4627,1789462127,Account695,10.24.2.117,12554
Unknown,5058,1789472886,Account458,10.168.5.232,12292
Machine,6416,1789470640,Account677,10.24.2.85,13316
Machine,4662,1789469409,Account630,10.168.5.78,14080
Machine,5449,1789475526,Account562,10.168.5.214,13572
Unknown,4778,1789468121,Account598,10.168.5.231,12551
Unknown,4801,1789468913,Account218,10.24.2.220,12551
Machine,5136,1789475351,Account572,10.24.2.113,14081
Machine,4799,1789479499,Account486,10.6.6.22,13826
Machine,4648,1789474744,Account461,10.235.9.232,12544
Machine,6416,1789474145,Account28,10.168.5.107,13316
Unknown,4946,1789464758,Account196,10.24.2.128,13571
Unknown,4800,1789465913,Account494,10.235.9.247,12551
Unknown,4702,1789471536,Account253,10.24.2.84,12804
Machine,4670,1789459821,Account535,10.24.2.213,13570
User,4738,1789457737,Account514,10.235.9.229,13824
Machine,5379,1789465190,Account303,10.235.9.76,13824
Unknown,5449,1789470650,Account308,10.24.2.222,13572
Machine,6416,1789468914,Account17,10.235.9.221,13316
Machine,4673,1789471961,Account379,10.235.9.141,13056
Unknown,4728,1789461936,Account603,10.235.9.116,13826
Machine,4800,1789468088,Account345,10.24.2.196,12551
Unknown,5156,1789469531,Account23,10.235.9.247,12810
Machine,4673,1789478017,Account310,10.235.9.243,13056
Unknown,4663,1789464355,Account231,10.168.5.91,12812
Unknown,4770,1789457742,Account487,10.24.2.202,14337
Unknown,4800,1789464915,Account646,10.6.6.67,12551
Machine,4662,1789475165,Account339,10.24.2.96,14080
Unknown,4946,1789457695,Account636,10.235.9.142,13571
Machine,5145,1789471756,Account478,10.168.5.236,12811
Machine,4799,1789474842,Account582,10.24.2.120,13826
Machine,4648,1789468001,Account82,10.235.9.123,12544
Machine,4662,1789477613,Account697,10.24.2.247,14080
Unknown,4742,1789471970,Account393,10.24.2.172,13825
User,4663,1789471878,Account542,10.235.9.220,12812
Machine,4768,1789474890,Account622,10.235.9.211,14339
Unknown,4801,1789469452,Account420,10.168.5.207,12551
User,4688,1789474783,Account314,10.235.9.160,13312
User,4674,1789475940,Account572,10.235.9.90,13056
User,5156,1789480324,Account382,10.168.5.174,12810
Machine,4624,1789476847,Account531,10.6.6.73,12544
Unknown,5157,1789478586,Account465,10.6.6.71,12810
User,4797,1789464791,Account30,10.235.9.57,13824
Unknown,4660,1789461677,Account131,10.24.2.229,12800
User,4697,1789471195,Account421,10.235.9.55,12289
Machine,4702,1789476209,Account503,10.235.9.225,12804
Unknown,5061,1789463170,Account80,10.235.9.192,12290
Machine,6416,1789477269,Account451,10.24.2.108,13316
Machine,4697,1789475702,Account388,10.6.6.89,12289
Machine,5059,1789472056,Account520,10.235.9.241,12292
Unknown,5379,1789466061,Account34,10.235.9.110,13824
User,4673,1789052854,Account593,10.168.5.194,13056
Unknown,4957,1789465023,Account237,10.24.2.197,13571
Machine,4768,1789477578,Account208,10.235.9.103,14339
Machine,4670,1789464860,Account446,10.168.5.59,13570
Unknown,6427,1789464353,Account479,10.235.9.97,12555
User,4702,1789478904,Account307,10.168.5.196,12804
Unknown,5145,1789476913,Account454,10.168.5.19,12811
Unknown,4769,1789468066,Account478,10.168.5.124,14337
Machine,4688,1789474150,Account173,10.168.5.90,13312
Unknown,4948,1789462075,Account106,10.168.5.148,13571
Unknown,5136,1789469355,Account243,10.168.5.163,14081
Machine,6416,1789462395,Account271,10.24.2.225,13316
Machine,4670,1789469955,Account418,10.168.5.58,13570
User,5145,1789073672,Account454,10.168.5.56,12811
Machine,4625,1789477653,Account676,10.24.2.131,12544
User,4634,1789467805,Account128,10.168.5.192,12545
User,4673,1789478343,Account59,10.235.9.219,13056
Unknown,4770,1789464069,Account136,10.24.2.198,14337
Unknown,5449,1789459913,Account534,10.235.9.83,13572
User,4663,1789467604,Account586,10.24.2.104,12812
Unknown,4770,1789459740,Account490,10.6.6.2,14337
User,5145,1789016305,Account144,10.6.6.11,12811
Unknown,4957,1789459620,Account390,10.235.9.189,13571
Unknown,4627,1789467754,Account245,10.24.2.200,12554
Machine,4648,1789467349,Account284,10.168.5.57,12544
Unknown,4770,1789456528,Account417,10.168.5.221,14337
Machine,4648,1789481242,Account623,10.168.5.237,12544
Machine,4905,1789470406,Account219,10.168.5.162,13568
Unknown,5061,1789469327,Account484,10.168.5.125,12290
User,4779,1789100754,Account127,10.168.5.89,12551
Machine,5059,1789467357,Account25,10.24.2.119,12292
Unknown,4771,1789474086,Account151,10.24.2.90,14339
Machine,5061,1789467019,Account240,10.168.5.111,12290
Unknown,4946,1789468103,Account147,10.24.2.136,13571
Machine,4798,1789467701,Account124,10.168.5.41,13824
Machine,4799,1789485762,Account350,10.235.9.102,13826
User,4663,1789470721,Account447,10.235.9.232,12812
Unknown,6427,1789473208,Account98,10.24.2.212,12555
Machine,4779,1789476420,Account15,10.6.6.81,12551
User,4797,1789455261,Account29,10.24.2.231,13824
Unknown,4627,1789459206,Account429,10.235.9.195,12554
Unknown,4702,1789474771,Account347,10.235.9.139,12804
Unknown,4770,1789468447,Account81,10.6.6.36,14337
Machine,4768,1789479931,Account114,10.24.2.90,14339
Unknown,4801,1789467028,Account170,10.235.9.204,12551
Machine,4648,1789475955,Account109,10.235.9.211,12544
Machine,4670,1789486069,Account632,10.235.9.91,13570
Unknown,4634,1789472274,Account197,10.235.9.158,12545
Machine,6416,1789475242,Account5,10.235.9.107,13316
Unknown,4660,1789471811,Account347,10.24.2.249,12800
User,4663,1789132726,Account192,10.168.5.224,12812
User,4663,1789478139,Account115,10.168.5.102,12812
Machine,5140,1789462183,Account406,10.6.6.83,12808
Machine,4648,1789475016,Account581,10.6.6.28,12544
Unknown,4769,1789463094,Account287,10.168.5.66,14337
User,4905,1789473089,Account104,10.24.2.190,13568
Unknown,4660,1789457463,Account474,10.235.9.59,12800
Machine,6416,1789478958,Account51,10.6.6.34,13316
Machine,4702,1789471402,Account193,10.168.5.26,12804
Machine,4648,1789468038,Account369,10.235.9.52,12544
Machine,4957,1789462528,Account69,10.235.9.148,13571
Machine,4672,1789478802,Account671,10.168.5.214,12548
User,4625,1789034778,Account221,10.168.5.235,12544
User,4625,1789480358,Account141,10.235.9.55,12544
Machine,5140,1789470412,Account630,10.168.5.60,12808
User,4672,1789481007,Account430,10.235.9.242,12548
Machine,4688,1789479510,Account697,10.24.2.80,13312
Unknown,5157,1789471618,Account258,10.6.6.73,12810
User,4776,1789473652,Account114,10.24.2.97,14336
Unknown,4670,1789457250,Account425,10.235.9.66,13570
Unknown,6427,1789468292,Account524,10.235.9.126,12555
Machine,5449,1789470528,Account471,10.168.5.137,13572
Machine,5059,1789472450,Account151,10.235.9.175,12292
Machine,4697,1789478943,Account440,10.235.9.152,12289
Machine,5059,1789472560,Account536,10.168.5.205,12292
Machine,4702,1789464709,Account80,10.24.2.122,12804
Machine,4670,1789469279,Account116,10.24.2.122,13570
Unknown,5061,1789474296,Account66,10.24.2.195,12290
Machine,4624,1789471050,Account488,10.24.2.143,12544
Machine,4948,1789456683,Account231,10.168.5.207,13571
Machine,5140,1789465560,Account550,10.235.9.231,12808
Unknown,5058,1789472175,Account343,10.24.2.119,12292
Machine,4624,1789478903,Account538,10.235.9.247,12544
Unknown,4627,1789459898,Account406,10.24.2.223,12554
Machine,4768,1789470221,Account170,10.168.5.112,14339
Machine,5158,1789483670,Account539,10.6.6.59,12810
Machine,4648,1789477497,Account344,10.168.5.142,12544
Machine,4656,1789472827,Account332,10.24.2.148,12800
Machine,4697,1789473327,Account408,10.235.9.110,12289
User,4663,1789054824,Account333,10.168.5.197,12812
Machine,4697,1789473855,Account448,10.168.5.46,12289
Unknown,4770,1789462673,Account375,10.235.9.189,14337
Machine,4702,1789468187,Account191,10.168.5.182,12804
Unknown,4778,1789474037,Account443,10.235.9.110,12551
Machine,4798,1789464387,Account628,10.235.9.114,13824
Machine,4624,1789477886,Account573,10.235.9.76,12544
Unknown,5061,1789462221,Account128,10.235.9.122,12290
Machine,4673,1789466022,Account644,10.6.6.90,13056
Unknown,5136,1789472081,Account37,10.24.2.101,14081
Unknown,4771,1789475995,Account376,10.6.6.64,14339
Machine,4738,1789466799,Account293,10.235.9.120,13824
User,4797,1789076268,Account531,10.168.5.57,13824
User,4663,1789472305,Account141,10.24.2.84,12812
Unknown,4769,1789476143,Account649,10.6.6.66,14337
Unknown,4738,1789462482,Account594,10.168.5.125,13824
User,5059,1789471795,Account461,10.24.2.152,12292
Machine,4799,1789466288,Account575,10.6.6.59,13826
Unknown,5061,1789473417,Account289,10.235.9.228,12290
Machine,5059,1789475036,Account275,10.235.9.175,12292
Unknown,4770,1789466226,Account113,10.168.5.237,14337
Machine,4769,1789475104,Account133,10.6.6.39,14337
Unknown,4769,1789464126,Account567,10.168.5.50,14337
Machine,4738,1789471343,Account100,10.24.2.225,13824
Machine,4634,1789469809,Account156,10.168.5.240,12545
Unknown,5449,1789461082,Account569,10.235.9.146,13572
Machine,4674,1789488389,Account648,10.235.9.135,13056
Machine,4702,1789474644,Account549,10.6.6.57,12804
Unknown,4770,1789471623,Account91,10.168.5.103,14337
Unknown,4797,1789464456,Account644,10.235.9.175,13824
Machine,4776,1789474291,Account684,10.6.6.18,14336
User,5145,1789462184,Account313,10.235.9.104,12811
Machine,4799,1789469514,Account238,10.235.9.93,13826
User,4656,1789042542,Account384,10.168.5.47,12800
Machine,4778,1789474568,Account615,10.24.2.249,12551
Unknown,4770,1789473964,Account142,10.168.5.21,14337
Unknown,4776,1789478522,Account28,10.168.5.78,14336
Machine,4697,1789467735,Account578,10.168.5.79,12289
Machine,5059,1789473364,Account592,10.24.2.79,12292
Machine,5157,1789473677,Account511,10.168.5.195,12810
User,4797,1788989880,Account170,10.24.2.132,13824
Unknown,4663,1789471349,Account107,10.168.5.210,12812
Machine,4648,1789474651,Account448,10.24.2.157,12544
Machine,4799,1789481086,Account263,10.24.2.86,13826
User,4674,1789481407,Account682,10.235.9.153,13056
User,4798,1789484437,Account584,10.235.9.206,13824
Unknown,4697,1789455602,Account351,10.168.5.230,12289
Machine,4611,1789474959,Account443,10.6.6.26,12289
Machine,4648,1789474312,Account50,10.235.9.129,12544
User,4656,1789004587,Account138,10.6.6.23,12802
Unknown,6427,1789462767,Account620,10.24.2.227,12555
Unknown,5058,1789468067,Account464,10.24.2.84,12292
Machine,4624,1789464104,Account484,10.235.9.94,12544
User,4625,1789044484,Account495,10.24.2.198,12544
Machine,4799,1789477036,Account641,10.24.2.84,13826
Machine,4672,1789477237,Account294,10.235.9.222,12548
Unknown,4627,1789467336,Account568,10.235.9.156,12554
Unknown,4670,1789460467,Account283,10.24.2.164,13570
Unknown,5158,1789476698,Account326,10.235.9.124,12810
Unknown,4946,1789463076,Account543,10.168.5.18,13571
Machine,4688,1789481659,Account539,10.235.9.152,13312
Unknown,4957,1789458319,Account214,10.6.6.7,13571
Unknown,4738,1789469944,Account36,10.168.5.28,13824
Unknown,4801,1789459772,Account66,10.168.5.40,12551
Machine,5379,1789467966,Account398,10.235.9.178,13824
Unknown,4627,1789464664,Account7,10.168.5.165,12554
Unknown,4948,1789457897,Account56,10.168.5.20,13571
Machine,5145,1789472336,Account578,10.168.5.88,12811
User,4779,1789471384,Account642,10.6.6.42,12551
Machine,4624,1789472230,Account294,10.235.9.128,12544
Unknown,4660,1789461632,Account663,10.168.5.62,12800
User,5145,1788970239,Account328,10.168.5.192,12811
Machine,4670,1789458511,Account56,10.235.9.219,13570
